,SubmitPerView,Ratio,Customer_Value_Score,SubmissionScore2,Submission_Score,Credit_Card_Apply_Clicked,Date,Express_No_Offers,Express_Visited,FCS_Client_Signup Completed,FCS_Qform_Optin_Completed,Form_Conversion,Form_Engagement_1,Form_Engagement_2,FormStart,FormSubmit_in_Express_Offers,GeoSegmentation_States,state,GeoSegmentationStatesSplit2,GeoSegmentationStates,Lender_Not_Matched,Lenders_Matched,Mobile_Device_Type,MyLT_Session_Started,Number_of_Records,Page_Views,Product_Reporting,TreeAuthID,Visit_Number,Visitor_ID,cchannel,csource,Qformuid
2970530,0.0,0.0,0.0,0.0,0.0,0,3/20/2018,0,1,0,0,1,1,1,1,0,rhode island (united states),rhode island,united states,rhode island (united states),0,0,Tablet,0,1,16,Personal,1B4D484F-DB60-4B27-B896-F15E39474ED0,3,9041555860169823836_8088784107370091548,perf,1.0,4331fac2-34ea-4939-aee1-6ed5a349b762
2970547,0.0,0.0,0.0,0.0,0.0,0,3/20/2018,0,1,0,0,1,1,1,1,0,new york (united states),new york,united states,new york (united states),0,0,Mobile Phone,0,1,16,Personal,11c4be59-3119-4d80-be7a-fa59428aaa5c,21,9128946054419296150_3370666842355073477,aff,27.0,19505491-2b52-4522-93f8-f02f055ce146
2970580,0.0,0.0,0.0,0.052631579000000005,52.631578947,0,3/20/2018,0,0,0,0,1,1,1,1,1,missouri (united states),missouri,united states,missouri (united states),0,0,Mobile Phone,0,1,19,Refinance,A69BB0C7-D253-4385-A142-61356E358AE1,7,2288815175340439283_8701097847232289971,perf,28.0,206e66fe-b03b-460b-8a88-5e545484279c
2970591,0.0,0.0,0.0,0.052631579000000005,52.631578947,0,3/20/2018,0,1,0,0,1,1,1,1,1,texas (united states),texas,united states,texas (united states),0,0,Mobile Phone,0,1,19,Personal,36f9215a-0529-49cf-b101-15d75b750b94,15,7989046872913290939_8480465137487893751,bd,30.0,38906382-a8c1-41a9-afca-7312b79d99ea
2970627,0.0,0.0,0.0,0.0,0.0,0,3/20/2018,0,1,0,0,1,1,1,1,0,new jersey (united states),new jersey,united states,new jersey (united states),0,0,Other,0,1,25,Auto,2ADE51FD-CF14-4A78-A46E-4A408CBE8755,2,6491237751958585920_7386633802907921231,bd,31.0,25a5be14-0fdc-449f-9c3e-18a6011c612a
2970642,0.0,0.0,0.0,0.04,40.0,0,3/20/2018,0,1,0,0,1,1,1,1,1,texas (united states),texas,united states,texas (united states),0,0,Other,0,1,25,Auto,fd0ce6a8-6e5a-4e7b-b589-d3e1f9aab895,1,2372577289328113901_4656811081535655045,perf,31.0,f918044c-567a-425c-b8f3-1c4a02839f92
2970648,0.0,0.0,0.0,0.066666667,66.666666667,0,3/20/2018,0,1,0,0,1,1,1,1,1,new jersey (united states),new jersey,united states,new jersey (united states),0,0,Other,0,1,15,Personal,2ADE51FD-CF14-4A78-A46E-4A408CBE8755,2,6491237751958585920_7386633802907921231,bd,31.0,17cf6cf9-87c6-4ad7-b2e0-060ae8e32737
2970650,0.0,0.0,0.0,0.066666667,66.666666667,0,3/20/2018,0,1,0,0,1,1,1,1,1,virginia (united states),virginia,united states,virginia (united states),0,0,Other,0,1,15,Personal,d20e2040-9899-4d72-ac78-d7b3e912d386,6,4678489706396985198_8361790007695734035,perf,31.0,a035e879-6a03-4f56-8b05-f47d52f34090
2970651,0.0,0.0,0.0,0.055555556,55.555555556,0,3/20/2018,0,1,0,0,1,1,1,1,1,florida (united states),florida,united states,florida (united states),0,0,Other,0,1,18,Personal,1d86b681-1a13-42e8-bfea-3c84db40383e,1,4042054804354419080_8088718998555520298,perf,31.0,b0267dc7-dbc0-436a-993f-059f7e37c6ee
2971852,0.0,0.0,0.0,0.0625,62.5,0,3/21/2018,0,1,0,0,1,1,1,1,1,florida (united states),florida,united states,florida (united states),0,0,Mobile Phone,0,1,16,Personal,9ed8b0b1-7bd5-4205-a1de-cd75aa2b1da6,5,3083296483145562379_5225816884577653953,perf,1.0,50441bd2-4c45-419f-acb4-70adee473574
2971859,0.0,0.0,0.0,0.055555556,55.555555556,0,3/21/2018,0,1,0,0,1,1,1,1,1,indiana (united states),indiana,united states,indiana (united states),0,0,Mobile Phone,0,1,18,Personal,FB7A3BE8-66B7-4AE3-A10C-2F6AE9AB542D,12,1353147168584381931_7068185875351100332,perf,1.0,29cf0b4e-5a52-412a-91f0-68e3bd86c4dd
2971909,0.0,0.0,0.0,0.033333333,33.333333333,0,3/21/2018,0,1,0,0,1,1,1,1,1,minnesota (united states),minnesota,united states,minnesota (united states),0,0,Other,0,1,30,Auto,16bc70c2-6010-454a-b703-a610f3101ff5,2,3802721817699202939_5453340327871627117,perf,1.0,8ff7691a-bbb1-4d86-97d7-54e8e0aa047c
2971923,0.0,0.0,0.0,0.0625,62.5,0,3/21/2018,0,1,0,0,1,1,1,1,1,wisconsin (united states),wisconsin,united states,wisconsin (united states),0,0,Other,0,1,16,Personal,38CBCD6F-81B7-487C-A6AC-0A4D70385A86,4,2348264142765698322_1870354442164190871,perf,1.0,976cacdf-13ea-45e1-81f1-790a47cc2ff5
2971933,0.0,0.0,0.0,0.03030303,30.303030303000003,0,3/21/2018,0,1,0,0,1,1,1,0,1,nevada (united states),nevada,united states,nevada (united states),0,0,Other,0,1,33,Purchase,5f5a34c4-5453-49dc-9e54-d755c71e3f8c,3,7334982258685502283_5797712685465490864,perf,1.0,96bf790b-5492-4a24-8421-8d9b341fd7a2
2971953,0.0,0.0,0.0,0.071428571,71.428571429,0,3/21/2018,0,1,0,0,1,1,1,1,1,texas (united states),texas,united states,texas (united states),0,0,Tablet,0,1,14,Auto,b26e9a05-5ccf-41ed-9218-0c4117684ec4,1,1727679900259070372_2390590483968238922,perf,1.0,3f6e9fe7-b78e-4d19-85e1-75702361bd46
2971954,0.0,0.0,0.0,0.071428571,71.428571429,0,3/21/2018,0,1,0,0,1,1,1,1,1,florida (united states),florida,united states,florida (united states),0,0,Tablet,0,1,14,Auto,FCBEABF3-F06B-4564-BD70-2CEC0F7DEA2B,2,6785235032473968122_455864704179076440,perf,1.0,1169596f-b5c0-45aa-97dc-0748a6679e05
2971981,0.0,0.0,0.0,0.0625,62.5,0,3/21/2018,0,1,0,0,1,1,1,1,1,florida (united states),florida,united states,florida (united states),0,0,Mobile Phone,0,1,16,Personal,1826bdfe-2acf-4944-b0ce-140b2d7836cc,7,5635410364557835822_5815973804570254539,aff,27.0,1731fedd-170c-4f9b-92e2-85d9f7a88f1a
2971983,0.0,0.0,0.0,0.0625,62.5,0,3/21/2018,0,1,0,0,1,1,1,1,1,louisiana (united states),louisiana,united states,louisiana (united states),0,0,Mobile Phone,0,1,16,Personal,4ef5174e-6f96-472a-acdf-e772a35a86fd,11,780434899692593516_6685707885648860227,aff,27.0,d5ddb48c-0d65-47fc-804a-55eb964f1ed2
2971984,0.0,0.0,0.0,0.0625,62.5,0,3/21/2018,0,1,0,0,1,1,1,1,1,pennsylvania (united states),pennsylvania,united states,pennsylvania (united states),0,0,Mobile Phone,0,1,16,Personal,829C722E-F0C1-4C81-A2C2-E41867421461,11,156013380265514681_4552925396088017081,aff,27.0,3b069f59-3389-4c44-8bd7-cab7683a961a
2971987,0.0,0.0,0.0,0.052631579000000005,52.631578947,0,3/21/2018,0,1,0,0,1,1,1,1,1,arizona (united states),arizona,united states,arizona (united states),0,0,Mobile Phone,0,1,19,Personal,fba7c6f4-cfd6-44a0-9f7e-5c0602dfcd16,4,2073933864402250897_8098140076994899676,aff,27.0,ec8afa81-c472-426d-8798-37241337aef8
2971992,0.0,0.0,0.0,0.045454545,45.454545455,0,3/21/2018,0,1,0,0,1,1,1,1,1,texas (united states),texas,united states,texas (united states),0,0,Mobile Phone,0,1,22,Personal,112217aa-c847-4886-a0d5-2f73f6335601,5,98982740043220820_6535429353187188372,aff,27.0,b7b905a2-0c9b-497c-a20e-d18276855af4
2971995,0.0,0.0,0.0,0.043478261,43.47826087,0,3/21/2018,0,1,0,0,1,1,1,0,1,virginia (united states),virginia,united states,virginia (united states),0,0,Mobile Phone,0,1,23,Purchase,6676ffc8-35ba-400f-93d1-d122135f54f8,2,3569080886432893835_3511007099372156419,aff,27.0,edf59542-ce7c-4d75-906e-e61c189df354
2971998,0.0,0.0,0.0,0.0,0.0,0,3/21/2018,0,0,0,0,1,1,1,1,0,new york (united states),new york,united states,new york (united states),0,0,Other,0,1,9,Purchase,eda34007-bd11-44ad-a57f-382d08dc11b2,1,7668600297913116311_5296031630190965217,aff,27.0,9ce4a102-82fb-4793-aa63-fd1519245297
2972047,0.0,0.0,0.0,0.083333333,83.333333333,0,3/21/2018,0,1,0,0,1,1,1,1,1,nevada (united states),nevada,united states,nevada (united states),0,0,Other,0,1,12,Auto,6f6284eb-6e47-4327-b0c0-b18d5e8c7848,1,9087270140429771098_6629489582970082019,bd,31.0,ccb45c6e-4000-4995-b446-ac3c59f62d87
2972048,0.0,0.0,0.0,0.071428571,71.428571429,0,3/21/2018,0,1,0,0,1,1,1,1,1,michigan (united states),michigan,united states,michigan (united states),0,0,Other,0,1,14,Auto,8884e591-014f-4730-8f22-652bf2996f98,1,3557142478536063311_7480179409353647149,bd,31.0,33fc723a-e6a2-4e9a-aaf1-d6d786a6faf5
2972049,0.0,0.0,0.0,0.071428571,71.428571429,0,3/21/2018,0,1,0,0,1,1,1,1,1,north carolina (united states),north carolina,united states,north carolina (united states),0,0,Other,0,1,14,Auto,bd27e4af-6dd9-4029-aecb-e11b1c865d4a,1,8581181534014017155_5136875573991804563,bd,31.0,39e5b3cb-e67e-4c45-a66a-1eabe02af0c9
2972050,0.0,0.0,0.0,0.071428571,71.428571429,0,3/21/2018,0,1,0,0,1,1,1,1,1,colorado (united states),colorado,united states,colorado (united states),0,0,Other,0,1,14,Auto,7C3038FB-BCC2-4682-B659-89B8EE610EFE,2,7975421999347450450_6918377329788066339,bd,31.0,232653c0-828d-4464-92b9-58f17097af27
2972094,0.0,0.0,0.0,0.076923077,76.923076923,0,3/21/2018,0,1,0,0,1,1,1,1,1,arkansas (united states),arkansas,united states,arkansas (united states),0,0,Mobile Phone,0,1,13,Auto,a6fed99c-0f4c-47d6-b192-04e863e1726a,1,5918249662884229233_7194375579306585377,perf,33.0,1761624e-e3ba-41cb-87e0-3c9fc4512026
2972098,0.0,0.0,0.0,0.05,50.0,0,3/21/2018,0,2,0,0,1,1,1,1,1,new jersey (united states),new jersey,united states,new jersey (united states),0,0,Other,2,1,20,Purchase,c105caaa-ef10-4b97-a266-73b642b92944,1,3178731083371103334_4566913939198861279,content,31.0,a9397b90-7271-4f28-8728-30939f7c9bad
2973283,0.0,0.0,0.0,0.05,50.0,0,3/22/2018,0,0,0,0,1,1,1,1,1,washington (united states),washington,united states,washington (united states),0,0,Mobile Phone,0,1,20,Refinance,bbd60831-f397-45c0-94b1-7583ac9a5029,7,1644933311197343270_2147254995188532011,perf,1.0,e14004f2-42b2-4fbc-a89b-aa3015af74ef
2973287,0.0,0.0,0.0,0.071428571,71.428571429,0,3/22/2018,0,1,0,0,1,1,1,1,1,massachusetts (united states),massachusetts,united states,massachusetts (united states),0,0,Mobile Phone,0,1,14,Auto,42e8fc69-3d54-42cd-9c3f-483a313e8308,1,2870744983284761537_1955887922111939288,perf,1.0,489d9fda-8075-443a-89bf-5f5339090018
2973289,0.0,0.0,0.0,0.055555556,55.555555556,0,3/22/2018,0,1,0,0,1,1,1,1,1,texas (united states),texas,united states,texas (united states),0,0,Mobile Phone,0,1,18,Home Equity,eb53d81e-cdb1-45bf-955d-c604da2ba05e,12,4534946522355836615_8817345352260761356,perf,1.0,f49fd970-9376-44d1-9b18-faa98e631a56
2973323,0.0,0.0,0.0,0.0625,62.5,0,3/22/2018,0,1,0,0,1,1,1,1,1,michigan (united states),michigan,united states,michigan (united states),0,0,Mobile Phone,0,1,16,Personal,35466069-A776-4585-8D90-67B17A4C902E,16,2246721784403198661_5627790278949021800,perf,1.0,541b85d3-40d7-4455-9276-4d838120ff0b
2973324,0.0,0.0,0.0,0.0625,62.5,0,3/22/2018,0,1,0,0,1,1,1,1,1,georgia (united states),georgia,united states,georgia (united states),0,0,Mobile Phone,0,1,16,Personal,4c251ade-0e2b-4598-b9c3-708469faf805,28,7971931882129267739_848648548558969624,perf,1.0,98a0733a-896c-41c5-bf3b-7becfbe20d5b
2973336,0.0,0.0,0.0,0.055555556,55.555555556,0,3/22/2018,0,1,0,0,1,1,1,1,1,florida (united states),florida,united states,florida (united states),0,0,Mobile Phone,0,1,18,Personal,9BF10256-BB17-447A-B0F5-150726900AD8,2,5903357188985119076_246453559848990241,perf,1.0,7feece72-6e94-46c9-9b4a-0a20bb06fa75
2973338,0.0,0.0,0.0,0.055555556,55.555555556,0,3/22/2018,0,1,0,0,1,1,1,1,1,texas (united states),texas,united states,texas (united states),0,0,Mobile Phone,0,1,18,Personal,3fecd7c8-2b40-4b8f-a153-2a268e684dc5,2,9040125355457808314_5323440965636809489,perf,1.0,ade0c6ab-1d6b-49fc-b63c-11d7de541c8b
2973342,0.0,0.0,0.0,0.052631579000000005,52.631578947,0,3/22/2018,0,1,0,0,1,1,1,1,1,north carolina (united states),north carolina,united states,north carolina (united states),0,0,Mobile Phone,0,1,19,Personal,BB649E4A-ABD4-4BEE-8E13-8AF7CE4683D8,21,491883104959270368_7246896616739995413,perf,1.0,66e66b18-1dea-4159-b31f-cc6d40c00b8a
2973383,0.0,0.0,0.0,0.083333333,83.333333333,0,3/22/2018,0,1,0,0,1,1,1,1,1,north carolina (united states),north carolina,united states,north carolina (united states),0,0,Other,0,1,12,Auto,63d78f6d-53bf-400a-9053-14433510b095,2,1521495783537971137_5375266749336686950,perf,1.0,4eb4680c-4a73-4fdd-af46-d9bf33318d3d
2973399,0.0,0.0,0.0,0.066666667,66.666666667,0,3/22/2018,0,1,0,0,1,1,1,1,1,tennessee (united states),tennessee,united states,tennessee (united states),0,0,Other,0,1,15,Personal,b80097dd-2072-476e-b504-757f072ebc98,1,7306174262806295725_2823564972862978464,perf,1.0,a66fc768-fffa-4a27-bda6-5db4639d50ef
2973415,0.0,0.0,0.0,0.047619048,47.61904761899999,0,3/22/2018,0,1,0,0,1,1,1,0,1,florida (united states),florida,united states,florida (united states),0,0,Other,0,1,21,Purchase,79a0d4a1-ad23-4596-8ba2-4ea7fbdaad30,13,7103807353714173395_6665143285650990523,perf,1.0,1de6eaa8-bb0f-4268-a3fa-8a5ca5be1792
2973425,0.0,0.0,0.0,0.047619048,47.61904761899999,0,3/22/2018,0,1,0,0,1,1,1,1,1,california (united states),california,united states,california (united states),0,0,Other,0,1,21,Refinance,25f95895-13d6-45d7-a4c8-0a7902ca4d4b,59,640688878498283553_1462435441242662812,perf,1.0,081dc7f1-c494-4d13-9b78-03b23e437602
2973439,0.0,0.0,0.0,0.090909091,90.909090909,0,3/22/2018,0,1,0,0,1,1,1,1,1,florida (united states),florida,united states,florida (united states),0,0,Tablet,0,1,11,Business Loans,a7b7ea40-eaf7-4107-8eae-2253e2cef9b9,1,5397165601701452361_5123841200080228241,perf,1.0,302f8849-9a42-4eee-b8dd-07efb646d883
2973451,0.0,0.0,0.0,0.055555556,55.555555556,0,3/22/2018,0,1,0,0,1,1,1,1,1,california (united states),california,united states,california (united states),0,0,Mobile Phone,0,1,18,Auto,7F966A69-1611-4683-B24F-8D9277AD5CC1,3,4152352811202048859_6439302042377455510,aff,27.0,e9aa9577-18bd-4eb4-8dad-3d8c8f8d2684
2973459,0.0,0.0,0.0,0.0625,62.5,0,3/22/2018,0,1,0,0,1,1,1,1,1,north carolina (united states),north carolina,united states,north carolina (united states),0,0,Mobile Phone,0,1,16,Personal,5ca68b5c-1e42-407f-9aac-749cc13459a1,2,8424531524963004001_909177774979314129,aff,27.0,c11ddb49-59a5-4039-8833-8666d6dcc3ec
2973461,0.0,0.0,0.0,0.0625,62.5,0,3/22/2018,0,1,0,0,1,1,1,1,1,pennsylvania (united states),pennsylvania,united states,pennsylvania (united states),0,0,Mobile Phone,0,1,16,Personal,826fb63c-bd4d-46d3-993b-e0bd8cc8cf83,4,150493326750661345_8410813077262417503,aff,27.0,0e0afe7c-986b-4d18-9cb8-b70824a32c99
2973467,0.0,0.0,0.0,0.058823529000000006,58.823529412,0,3/22/2018,0,1,0,0,1,1,1,1,1,california (united states),california,united states,california (united states),0,0,Mobile Phone,0,1,17,Personal,a232e8a5-6cee-4a71-8500-c9f4f2246671,4,5549902767507509307_7812712214270035957,aff,27.0,32aa7761-7825-4e51-b33d-fc58862f2469
2973472,0.0,0.0,0.0,0.055555556,55.555555556,0,3/22/2018,0,1,0,0,1,1,1,1,1,california (united states),california,united states,california (united states),0,0,Mobile Phone,0,1,18,Personal,85351c8c-07b5-474b-8934-fa84c7c22b41,4,2068131968516222250_309880097876900650,aff,27.0,9245f34c-8025-453a-b53c-45c7cd06c196
2973493,0.0,0.0,0.0,0.066666667,66.666666667,0,3/22/2018,0,1,0,0,1,1,1,1,1,wisconsin (united states),wisconsin,united states,wisconsin (united states),0,0,Other,0,1,15,Personal,ae36a975-3b43-4c69-9fe3-2eb76779338e,7,2391045418486158083_3505288715951228920,aff,27.0,3e63e608-33d7-4e50-8290-6db1e65bb807
2973494,0.0,0.0,0.0,0.0625,62.5,0,3/22/2018,0,1,0,0,1,1,1,1,1,new york (united states),new york,united states,new york (united states),0,0,Other,0,1,16,Personal,950475d7-0a56-4b0c-a58f-978bd3f32d89,2,8729503798476741298_4208728904144177151,aff,27.0,2fb001d1-0b45-4794-8761-4c18d9a9c811
2973510,0.0,0.0,0.0,0.058823529000000006,58.823529412,0,3/22/2018,0,1,0,0,1,1,1,1,1,california (united states),california,united states,california (united states),0,0,Media Player,0,1,17,Personal,5620e115-9969-46fa-8da2-6edcda5301ff,1,2593948280983933154_9107982956721070182,bd,31.0,1da7f0d1-e1f1-4ea4-ab5a-1e4dda4c7b38
2973553,0.0,0.0,0.0,0.038461537999999997,38.461538462,0,3/22/2018,0,1,0,0,1,1,1,1,1,california (united states),california,united states,california (united states),0,0,Other,0,1,26,Auto,875a226d-8fb9-43c4-891a-ef1bff7e7138,10,8243950795945501554_2586230227298089606,bd,31.0,6a97825f-1507-41ac-9282-35609ce636e3
2974642,0.0,0.0,0.0,0.055555556,55.555555556,0,3/23/2018,0,1,0,0,1,1,1,1,1,texas (united states),texas,united states,texas (united states),0,0,Mobile Phone,0,1,18,Personal,cb4162ef-5b79-40dc-a9fd-810c0d9126f3,1,1456658192396632967_525709502727070259,perf,1.0,a6f9860b-b17e-4466-830d-443d8c4ce068
2974673,0.0,0.0,0.0,0.111111111,111.111111111,0,3/23/2018,0,0,0,0,1,1,1,1,1,virginia (united states),virginia,united states,virginia (united states),0,0,Other,0,1,9,Reverse Mortgage,237AD592-2BE9-47E1-83DE-C8F24B50A393,3,2941382477421315220_4213697304491704863,perf,1.0,e39e0318-e289-4986-bffd-e8f9c20664fa
2974686,0.0,0.0,0.0,0.066666667,66.666666667,0,3/23/2018,0,1,0,0,1,1,1,1,1,colorado (united states),colorado,united states,colorado (united states),0,0,Other,0,1,15,Personal,99285816-38b5-41e7-a6aa-e5de874c8f30,2,1259254926131874217_5661459247197217613,perf,1.0,2d2187cf-aef4-497f-a9f6-afac35aadfb1
2974735,0.0,0.0,0.0,0.0625,62.5,0,3/23/2018,0,1,0,0,1,1,1,1,1,tennessee (united states),tennessee,united states,tennessee (united states),0,0,Mobile Phone,0,1,16,Personal,50d41b5e-e537-47d0-a8a6-edf1fe8e876f,2,1120869925790669014_7262284282770279265,aff,27.0,942879e8-f109-4fcc-aefa-2adbb8d30824
2974775,0.0,0.0,0.0,0.038461537999999997,38.461538462,0,3/23/2018,0,1,0,0,1,1,1,1,1,washington (united states),washington,united states,washington (united states),0,0,Mobile Phone,0,1,26,Auto,481897e0-7a27-4e8c-80e7-5fb82f93c403,7,3710990979953543017_8618769362313738306,bd,31.0,d53d7885-3149-41c9-bbb9-c88f4443ee20
2974799,0.0,0.0,0.0,0.0,0.0,0,3/23/2018,0,1,0,0,1,1,1,1,0,alabama (united states),alabama,united states,alabama (united states),0,0,Other,0,1,27,Auto,7908d090-a845-486b-94c3-20c3ee5fa888,3,5304723096751298963_6615693811449185179,bd,31.0,ade77e8e-550b-4c96-a74f-1b453a21238c
2974805,0.0,0.0,0.0,0.037037037,37.037037037,0,3/23/2018,0,1,0,0,1,1,1,1,1,ohio (united states),ohio,united states,ohio (united states),0,0,Other,0,1,27,Auto,b9d7f774-9031-43a1-9469-aa855a3f4939,4,1537873510667654481_4974936105060790341,bd,31.0,2084bdcd-90c2-4ba8-bebc-7870b010cb03
2974839,0.0,0.0,0.0,0.0,0.0,0,3/24/2018,0,1,0,0,1,1,1,1,0,kansas (united states),kansas,united states,kansas (united states),0,0,Mobile Phone,0,1,16,Personal,ffb465eb-8e4f-40a5-a2d8-242cf288ddfe,15,4677862748965346564_4965614028204420554,aff,27.0,630d8879-b89d-428c-9ef8-895cdb590502
2974845,0.0,0.0,0.0,0.0625,62.5,0,3/24/2018,0,1,0,0,1,1,1,1,1,north carolina (united states),north carolina,united states,north carolina (united states),0,0,Mobile Phone,0,1,16,Personal,48beac93-bc48-4dde-a96e-db7c3e0c8b9b,4,8137921501434876373_7058658118344405580,aff,27.0,477bc9df-8499-44e6-a43b-00e7720b1eae
2974847,0.0,0.0,0.0,0.058823529000000006,58.823529412,0,3/24/2018,0,1,0,0,1,1,1,1,1,hawaii (united states),hawaii,united states,hawaii (united states),0,0,Mobile Phone,0,1,17,Personal,b345e043-7233-4bcc-953a-74d997fe1a07,32,5916686278990498993_62174641767541464,aff,27.0,84ec09f9-c5dc-4199-b5bb-0f0d7b8b22fa
2974849,0.0,0.0,0.0,0.055555556,55.555555556,0,3/24/2018,0,1,0,0,1,1,1,1,1,virginia (united states),virginia,united states,virginia (united states),0,0,Mobile Phone,0,1,18,Personal,976B02AC-6A9C-4DD7-A06C-6C8C109D4FCF,14,7912239677824969599_2748375593705334369,aff,27.0,6873b788-4711-4ea1-a8c7-a66243d12a03
2974854,0.0,0.0,0.0,0.0625,62.5,0,3/24/2018,0,1,0,0,1,1,1,1,1,tennessee (united states),tennessee,united states,tennessee (united states),0,0,Mobile Phone,0,1,16,Personal,e1547bb7-abe7-419a-8c37-d677baf994e9,3,5709212340468691469_8217237540002229084,aff,31.0,dedb5b3d-0a53-42ad-b80d-cb49f4e33449
2974900,0.0,0.0,0.0,0.047619048,47.61904761899999,0,3/21/2018,0,1,0,0,1,1,1,0,1,california (united states),california,united states,california (united states),0,1,Mobile Phone,0,1,21,Purchase,4ccc3da2-9536-4b2c-8ae7-43fe07e0d311,5,5188739093651479494_8889444411505683615,perf,1.0,df753227-037a-4e06-8cd4-545cf2dfbb89
2975718,0.0,0.0,0.0,0.05,50.0,0,3/24/2018,0,1,0,1,1,1,1,1,1,indiana (united states),indiana,united states,indiana (united states),0,0,Mobile Phone,0,1,20,Personal,65b23b23-bb0d-4ee5-8846-8dbc7f7da91b,8,5964019953967182646_7274509642806554426,aff,27.0,74e09719-ccfd-4e48-83ab-8763e16ac6fd
2975797,0.0,0.0,0.0,0.0,0.0,0,3/21/2018,0,0,0,0,0,0,0,0,0,south carolina (united states),south carolina,united states,south carolina (united states),1,0,Other,0,1,1,Purchase,37a1b7ff-c9cf-4c18-9a56-989a672f265e,1,4003121985660288318_185369209378999711,aff,27.0,f6022dee-0e26-4103-911d-4ae9b0b6dcfb
2975803,0.0,0.0,0.0,0.0,0.0,0,3/22/2018,0,1,0,0,0,0,0,0,0,california (united states),california,united states,california (united states),1,0,Other,0,1,2,Purchase,0964cfdf-109f-4ce3-9db6-21667acffb6e,1,3317671511326033034_5920203652687095178,perf,1.0,06be39bc-074e-41c7-8bbe-283c20d03c8d
2980265,0.0,0.0,0.0,0.0,0.0,0,3/28/2018,0,0,0,0,0,1,1,1,0,pennsylvania (united states),pennsylvania,united states,pennsylvania (united states),0,0,Mobile Phone,0,1,13,Personal,9dc53a30-b157-46ac-8b64-d69b39e75392,1,1980562201330787569_3266078586803425525,perf,1.0,75dbd6e8-e475-4fa6-86b1-5cea55229fd0
2980309,0.0,0.0,0.0,0.0,0.0,0,3/28/2018,0,0,0,0,0,1,1,1,0,california (united states),california,united states,california (united states),0,0,Mobile Phone,0,1,3,Purchase,60acc2d0-79e0-42e3-a8a8-b0a2d06faef6,1,4262266897664685892_813188873616614477,perf,1.0,40578fd9-1c16-4b59-977a-2d3adf54715f
2983469,0.0,0.0,0.0,0.0,0.0,0,3/31/2018,0,0,0,0,0,1,1,0,0,illinois (united states),illinois,united states,illinois (united states),0,0,Tablet,0,1,5,Purchase,6ddf8a35-6f77-4710-a280-a40b13ae6da7,10,7627813330971609116_8165075886596114875,perf,28.0,c8a52c50-b498-4026-8aee-79299f7ca123
2983618,0.0,0.0,0.0,0.0,0.0,0,3/31/2018,0,1,0,0,0,1,1,1,0,south carolina (united states),south carolina,united states,south carolina (united states),0,0,Other,0,1,18,Home Equity,9194b6ff-f8ce-4894-958e-81e06e593a55,3,4202990721118629240_6149795610645777240,perf,31.0,c49eca2f-69d2-476d-8a99-ebc88450f031
2984410,0.0,0.0,0.0,0.05,50.0,0,3/31/2018,0,1,0,0,1,1,1,1,1,iowa (united states),iowa,united states,iowa (united states),0,0,Mobile Phone,0,1,20,Home Equity,d22a9bcc-17fc-4c8b-8783-fba2f1496b43,4,7558071835083889114_6118740258681759850,perf,1.0,440131d0-022a-4c38-a468-8eaa14ce42be
2984411,0.0,0.0,0.0,0.0,0.0,0,3/31/2018,0,1,0,0,1,1,1,1,0,texas (united states),texas,united states,texas (united states),0,0,Mobile Phone,0,1,15,Personal,544e1888-1294-41f7-a168-b0caab6be278,9,5164503451137406991_3124520058806886456,perf,1.0,c63a6c47-f37a-4355-be13-65310558dc71
